nodeID,nodeLabel,x,y
0,abbeyroad,45.45497476691275,13.022135177816036
1,westham,45.940508943774375,10.483690973881249
2,actoncentral,6.626893566869917,3.2854639073341363
3,willesdenjunction,9.156980746387626,11.330164421268604
4,actontown,4.164574397096651,0.3382983338954386
5,chiswickpark,5.878705614319274,-3.7213772506089566
6,turnhamgreen,7.0814416609014925,-1.5112069990816281
7,aldgate,34.76113878106346,6.078064939791049
8,liverpoolstreet,34.192003135995186,9.51055337855504
9,aldgateeast,36.21384100514965,7.732246510374592
10,whitechapel,36.589628030187725,10.080658117805628
11,allsaints,43.64066351523428,5.843890437341491
12,poplar,42.7055110138843,3.695830663012595
13,alperton,3.8865063509090416,11.083652648884447
14,parkroyal,5.305285697090457,8.941490538223912
15,amersham,-11.914121290511554,22.37413429369014
16,chalfont&latimer,-9.55066868750686,23.269190605983386
17,anerley,33.53585584059686,-15.225245558520278
18,norwoodjunction,31.33338922498651,-16.25151799669243
19,angel,30.666651088050905,15.757229440751123
20,oldstreet,32.6637893343293,14.513092007508956
21,archway,24.839623112768507,26.043616007638235
22,tufnellpark,24.959832806923703,23.350537817670563
23,arnosgrove,24.750006425237927,30.72853614797364
24,southgate,27.557953035242868,32.333128019133646
25,arsenal,31.047342637328278,22.503469267123158
26,finsburypark,29.77832236514674,24.740324512992075
27,bakerstreet,21.103300877216338,10.18998839246134
28,bondstreet,22.013407354876176,3.8880307341046794
29,edgwareroad(circleline),19.967076563136253,7.349798830670779
30,greatportlandstreet,23.22503737788085,9.577333441716702
31,regentspark,22.276360277873774,12.379870372403966
32,balham,23.890675097232915,-13.762465846666721
33,tootingbec,21.9119710154948,-13.651622781136817
34,bank,32.74842442094421,6.522651059889524
35,londonbridge,33.75879522498658,-1.9012806533880575
36,shadwell,37.27906843473381,4.889975539599134
37,barbican,31.494094042942457,12.300681138685635
38,farringdon,29.719812996252255,11.64905401589093
39,moorgate,32.50345490993691,10.351548973899632
40,barking,52.110229339517296,12.226387414595067
41,upney,52.91643770670709,10.48121150282482
42,barkingside,51.949092302134915,19.055588618086492
43,fairlop,50.731879237916836,21.068477229054782
44,baronscourt,11.914633535259464,-5.673512712349695
45,earlscourt,15.592933712957086,-3.421548221003983
46,westkensington,13.558238003055052,-4.572328005813006
47,bayswater,15.325272622145752,4.889443620995147
48,nottinghillgate,14.685899472708387,2.7191402710072645
49,paddington,17.914964254761355,4.824472201137477
50,becktonpark,51.59027405665896,4.939140291591445
51,cyprus,52.71571916356138,3.04288521764388
52,becontree,54.30492876332772,10.169776519387705
53,dagenhamheathway,55.66994968683558,9.376904225141558
54,belsizepark,20.608399026190135,20.9396558603865
55,chalkfarm,21.490104683931666,17.8371701372227
56,bermondsey,35.18882637911381,-3.737713721803385
57,canadawater,37.54679826045903,-2.4783891682756485
58,bethnalgreen,37.12731404104039,14.422116154967776
59,mileend,38.98528994537125,11.822756105502162
60,blackfriars,29.931223038492078,3.450182549377893
61,mansionhouse,31.58489620599187,4.245710561260139
62,blackhorseroad,37.029160158299874,27.039469144480712
63,walthamstowcentral,39.408762772881964,26.506224071069408
64,walthamstowqueensroad,37.994099027239386,24.655289626411452
65,blackwall,44.47662428125681,1.3707399635705821
66,eastindia,45.44982183831839,3.331700947445252
67,greenpark,22.63858179336308,0.12108792901480597
68,oxfordcircus,23.202453578257174,5.606665141438582
69,borough,32.13978908102148,-3.0805585107184603
70,elephant&castle,31.51477627942212,-4.946410106589118
71,bostonmanor,0.5194221532401324,-0.030810837397605303
72,northfields,0.40628803436144856,2.2770147237864746
73,boundsgreen,26.96075003791475,29.84209008350239
74,bowchurch,41.628019390151636,12.760374835853263
75,devonsroad,41.178440582418965,9.509133064075968
76,bowroad,39.61386847446751,13.722949745192615
77,bromley-by-bow,43.411965199448225,10.805861473215401
78,brentcross,14.837447670950244,24.401928193918508
79,goldersgreen,16.881601316259772,25.33479934461074
80,brixton,29.24284693599749,-11.582307474057925
81,stockwell,27.460094076526087,-9.111357829897742
82,brockley,38.82459253710513,-9.48393892620175
83,honoroakpark,38.10913750665624,-11.2203014143277
84,newcrossgate,37.457680374510254,-7.215131294613748
85,brondesbury,14.459048413156584,17.713966272031932
86,westhampstead,15.84016832179334,19.866772856637798
87,brondesburypark,12.607714514322943,15.788512666585795
88,buckhursthill,42.82135305118465,28.708937456760207
89,loughton,43.53621651337201,30.279179748072814
90,burntoak,11.013391912749542,27.411333366782436
91,colindale,12.268015194719247,26.315202088195228
92,bushey,3.2976329948142884,27.74256975578509
93,watfordhighstreet,1.5035699577335788,28.507816295322673
94,caledonianroad,27.64393227013017,20.100389718622292
95,hollowayroad,28.884450618827685,21.854887088095122
96,caledonianroad&barnsbury,28.864773365768993,17.901665590341445
97,highbury&islington,30.88549889292791,18.9821008220546
98,camdenroad,25.689141043898168,18.494914156043784
99,camdentown,23.182050305491863,17.099535535235773
100,euston,26.070724204587837,14.185319593084206
101,morningtoncrescent,24.079138241156556,15.57609398605998
102,canarywharf,42.267446554760376,0.7028843596180028
103,surreyquays,37.87877458452117,-4.416373785604181
104,heronquays,39.98862412739194,-0.0756703750504408
105,northgreenwich,46.06927100141541,-1.7938072804887246
106,canningtown,46.35815533849833,6.425933747860782
107,royalvictoria,47.405488292738134,2.3380050090234814
108,westsilvertown,47.573952498365855,-0.8888198743077724
109,cannonstreet,31.78455992632224,1.1335798115526952
110,monument,33.39416959819504,2.633267049098683
111,canonbury,32.55813661551441,20.145018001235247
112,dalstonjunction,34.84537706887803,19.420764663036124
113,dalstonkingsland,34.493525774816945,22.041717481961882
114,canonspark,7.970330437750756,26.871580886445525
115,queensbury,8.453543913108204,24.74868566446323
116,carpenderspark,0.45669198892676643,25.43882235732393
117,chorleywood,-7.775886263483418,22.883685365128056
118,chancerylane,29.28458456229904,9.183628767934263
119,stpauls,30.73383124112487,7.311341665888168
120,charingcross,25.839132613917034,0.5550918524992157
121,embankment,27.727532711219148,0.42882363297762144
122,chesham,-10.890797745666099,26.32754726216316
123,chigwell,47.932349265701504,25.053138237372995
124,rodingvalley,44.81215734379779,26.653553431972025
125,rickmansworth,-6.005849981163493,22.58244757408271
126,claphamcommon,24.33425500825911,-11.349849823817003
127,claphamsouth,22.10587055295866,-11.21324821309061
128,claphamhighstreet,25.19982354753665,-9.53342149175397
129,wandsworthroad,22.77655298000866,-8.308543189572871
130,claphamnorth,26.965001434006133,-11.922189348858055
131,hendoncentral,13.307939258381646,25.03956497994983
132,collierswood,19.510470114323297,-15.504769778439426
133,southwimbledon,16.93106099250941,-14.294949517020912
134,coventgarden,27.20456031711663,5.363908444682107
135,holborn,27.617174500272522,8.03940833223153
136,crossharbour,43.87870698427535,-2.1245846716935564
137,mudchute,42.03848965548629,-4.156569640907477
138,crouchhill,27.87170000159133,26.713780448786302
139,harringaygreenlanes,31.150817347313005,27.106030704461627
140,croxley,-3.4053876728488417,25.79599360198966
141,watford,-1.1385635609464957,27.973490816294483
142,customhouse,47.790771805638066,4.974717358492796
143,princeregent,49.33447072750799,5.962812402272245
144,cuttysarkformaritimegreenwich,45.55691056817947,-6.326430770085934
145,greenwich,43.31394529107693,-6.6991410514007255
146,gallionsreach,54.182363012781956,4.378830628123042
147,dagenhameast,56.11814309205165,11.344167542578266
148,elmpark,57.62381085519925,10.809023275130928
149,haggerston,34.36773990246206,17.281043667625273
150,hackneycentral,36.65643601962467,20.146952301577393
151,debden,47.45518443570862,27.75133211399257
152,theydonbois,47.94488760986474,29.524029336505055
153,denmarkhill,31.659040630766057,-9.810702253700658
154,deptfordbridge,41.09844558375804,-7.349453412791533
155,elversonroad,41.86311672661661,-9.547108091220949
156,langdonpark,42.62856237335151,7.88714148405334
157,dollishill,10.920460276975644,17.745506417800634
158,willesdengreen,12.207784346667305,19.352123385408234
159,ealingbroadway,0.9052438432696551,4.709128155522366
160,ealingcommon,3.61100100065742,3.0684016470918225
161,gloucesterroad,17.692020981413723,-3.3577578319667234
162,highstreetkensington,15.771167785323762,-0.9715110162372187
163,eastacton,7.971351304290907,5.935621902393685
164,whitecity,9.887625487728965,7.113172332205556
165,eastcote,-2.975644596759586,15.957683990382133
166,raynerslane,-1.1891366885304353,15.417956463575713
167,ruislipmanor,-4.321792561442385,14.917477613691334
168,eastfinchley,21.13309549196855,27.77296506841192
169,highgate,23.33518291814816,27.495251537079618
170,eastham,50.46358932218338,12.273572376857292
171,eastputney,11.636831278306886,-10.694377043485627
172,putneybridge,11.600103965774343,-8.779192387036295
173,edgware,10.750440687652784,29.590921362537244
174,edgwareroad(bakerlooline),18.244296319236646,9.954251411978758
175,marylebone,19.822239841061297,12.142924088204015
176,kennington,30.84297105451224,-6.781427500093993
177,hornchurch,58.09269441019284,12.464887330339813
178,lewisham,44.04710221833213,-9.520574782410053
179,temple,28.243135233203127,3.4936273612388
180,waterloo,28.577678300871984,-1.6050053023943949
181,kingscrossstpancras,28.404617145336445,15.24951478186228
182,southhampstead,17.937349676363137,16.471998599411343
183,warrenstreet,24.543711610037647,11.828928700477753
184,eustonsquare,26.070724204587837,14.185319593084206
185,hainault,51.86418192169717,22.512539233162265
186,finchleycentral,17.420344747329562,27.839048560703716
187,finchleyroad,18.20902039988545,19.870559607516878
188,swisscottage,19.55804927404857,17.827883222680004
189,finchleyroad&frognal,16.960160397684863,22.034603883742573
190,hampsteadheath,20.597301998831277,23.9292445980956
191,manorhouse,32.41717761249511,24.859435731367004
192,sevensisters,33.59839877214135,28.366709345508916
193,foresthill,35.44258485617908,-11.336651954825735
194,sydenham,36.765343042724005,-13.208307877565854
195,fulhambroadway,16.215376155346384,-7.928085905159965
196,westbrompton,15.674617206036713,-5.886857859986553
197,beckton,51.63036756963972,7.695421337745158
198,gantshill,49.54264914157452,18.5289616038811
199,newburypark,52.558508629799626,16.787422651501906
200,southkensington,19.198265331778924,-4.742333168697473
201,hampstead,18.64103018352076,23.874009066616065
202,goldhawkroad,9.74749172522998,-0.3023868240704144
203,hammersmith(h&cline),10.706046191576103,-3.0218667516096516
204,shepherdsbushmarket,8.965606614220542,2.2279425987279247
205,goodgestreet,25.149392299992762,8.901320519165097
206,tottenhamcourtroad,25.234136125765346,6.576372253946806
207,gospeloak,22.545956810059767,23.686382825916077
208,kentishtownwest,22.998641199676435,20.21444966175424
209,upperholloway,26.887810683666167,24.51140009501013
210,grangehill,50.29171451321693,24.38195543945044
211,greenford,-0.9486642872238676,7.988122842366339
212,perivale,0.7967652585043048,7.979641117883205
213,piccadillycircus,23.953459842869787,1.5718176519310356
214,westminster,26.411333201049924,-3.0814376541520185
215,gunnersbury,4.045160402734588,-3.775551894435683
216,southacton,6.0034784371351195,0.3621498748036907
217,homerton,38.174947699901274,19.33498892250527
218,hackneywick,39.25176353296667,17.509296494928527
219,stratford,43.6448671525304,16.85389730558567
220,hoxton,34.97698984644372,15.26681760597979
221,hammersmith(dist&piccline),9.937491388903076,-6.74364010772544
222,hangerlane,3.110556736183794,8.584242416536252
223,northacton,7.40952913227633,8.595655367576787
224,harlesden,7.96455244516608,12.554177776860932
225,stonebridgepark,7.08266402920221,14.063096276003511
226,southtottenham,34.69281183063318,25.273846792123507
227,harrow&wealdstone,4.469917986738499,23.57497645187807
228,headstonelane,2.7146267884913504,23.400760038877586
229,kenton,6.029161765193579,22.50794280306007
230,harrow-on-the-hill,2.500324203816748,18.768107693409718
231,northwickpark,4.200840203715452,19.96272325387793
232,westharrow,0.9110785653608722,16.99865476901172
233,hatchend,1.0187857353492542,23.624591472383226
234,hattoncross,-4.126947440172184,-1.2227068895578055
235,heathrowterminal4,-5.461486497668187,-2.554548056876998
236,hounslowwest,-2.516196306211439,-1.0747536586993824
237,heathrowterminals123,-5.925587716951484,1.1364682710581187
238,heathrowterminal5,-8.097457845226467,1.099561335551539
239,southquay,41.595750069130105,-1.7874829112925785
240,highbarnet,18.14602015587041,33.46383478338802
241,totteridge&whetstone,20.8161260115669,32.21662459514185
242,hillingdon,-7.102864751368802,8.874939442344852
243,ickenham,-6.948547620850278,11.352520623113945
244,uxbridge,-9.005790791078624,9.004819671937348
245,russellsquare,27.455297813259286,11.433509341234195
246,hollandpark,12.971489521467609,2.348149313304671
247,upminsterbridge,59.02682776412069,13.734651671313909
248,hounslowcentral,-1.1077438609009016,-3.944873505833285
249,hounsloweast,0.8309740621646853,-4.3091085300135
250,osterley,-0.8082227213675037,-0.7833809521863537
251,shoreditchhighstreet,34.9033869492644,12.577112284251243
252,hydeparkcorner,21.55827343503011,-1.5236093453359425
253,ruislip,-5.747254965428034,14.265142161200256
254,imperialwharf,18.238085486666705,-8.382154398258063
255,claphamjunction,19.51593842602311,-9.972898626125012
256,islandgardens,45.4241121455453,-4.256607193500836
257,oval,29.157268295537804,-7.893907125917542
258,kensalgreen,10.917267508821176,10.630766175005755
259,queenspark,13.1499548325644,12.556233133297306
260,kensalrise,11.128029877089885,13.691092413116625
261,kensington(olympia),13.021006380720566,-1.4942088537474258
262,kentishtown,25.03672365860781,21.13252508170088
263,southkenton,5.384863860739274,18.255530393059814
264,kewgardens,5.341383494839678,-6.536639552486472
265,kilburn,13.734651881389333,20.824113777077375
266,kilburnhighroad,15.99604720266212,15.784291687101812
267,kilburnpark,14.913475263710483,13.54603779861958
268,maidavale,16.852974524494872,12.657667231022057
269,kinggeorgev,52.363055264348745,0.27106611089321375
270,woolwicharsenal,51.592287188640135,-2.6042945665246737
271,kingsbury,9.619510877513948,22.867826866471464
272,wembleypark,7.895144311188657,18.214432538496766
273,knightsbridge,19.64390957509,-1.6238855746695262
274,ladbrokegrove,12.611833564868016,7.752255317172607
275,latimerroad,11.807629707078982,5.855758228996511
276,westbournepark,13.762984313695354,9.543209975414857
277,lambethnorth,28.781471430536023,-4.1934795075357485
278,lancastergate,18.694177853346545,0.9591975743100272
279,marblearch,20.34197787192556,2.908844520553437
280,woodlane,10.48921026730088,3.9253773325308927
281,leicestersquare,25.373816233776353,3.4977211086146403
282,leyton,40.863426010286126,20.449257785084
283,leytonstone,42.68388804555663,21.665663043898213
284,leytonmidlandroad,40.021142456202675,23.062462190223304
285,leytonstonehighroad,44.133733164375705,19.280451419870303
286,snaresbrook,43.72907527047215,23.049899270395443
287,wanstead,45.93639966294924,20.793784086757388
288,wansteadpark,46.980292781750926,16.59689471553661
289,limehouse,38.82830612606525,6.286916972038531
290,westferry,40.39514259449492,5.381519028299104
291,londoncityairport,50.2535318934342,0.16198805319513826
292,warwickavenue,16.252307508070828,9.97611941230106
293,turnpikelane,30.926980672898683,29.268865521679714
294,millhilleast,15.234037274784122,29.571805908648287
295,towerhill,34.64896976100218,0.8013250298559685
296,moorpark,-3.40231975127301,23.206937325062384
297,northwood,-4.578495890033418,20.450369375429965
298,neasden,9.519685561513453,18.367245486718055
299,westacton,5.360944645104429,5.800698012011042
300,northealing,3.1181233938363526,5.6988004520986655
301,southealing,2.3586011773038,0.22165193663312388
302,northharrow,0.3911260312840174,19.466425869826523
303,northolt,-2.2620774890097493,8.847919835810371
304,northwembley,4.68744872850232,16.043723920775868
305,wembleycentral,5.093978419800658,13.9756026804014
306,prestonroad,7.407682145503554,20.55099115736172
307,northwoodhills,-3.3026010159967463,19.320184062790037
308,pinner,-1.2859071334208778,20.003612167162533
309,westcroydon,28.068149609578604,-16.942959276051923
310,queensway,16.489873785540958,1.2575742289292098
311,oakwood,26.482003150528822,33.95244882422971
312,cockfosters,23.462801539282964,33.75233385400331
313,edgwareroad(districtline),19.967076563136253,7.349798830670779
314,royaloak,15.377245724242684,7.489186944660205
315,paddington(h&cline),17.914964254761355,4.824472201137477
316,parsonsgreen,14.196518065361504,-8.663234691593871
317,peckhamrye,33.76917323968994,-8.864738800653212
318,pengewest,35.066180873996075,-14.139404290959533
319,pimlico,24.427107233886446,-6.039407631203457
320,victoria,22.592760424773367,-4.297187920785541
321,plaistow,47.655301402595256,11.228673789769283
322,uptonpark,48.827515942508484,12.459045730586796
323,pontoondock,49.12461279656924,-1.8395899207537139
324,westindiaquay,40.64968026901919,3.065883713701128
325,royalalbert,50.05831731534119,3.6086101352244673
326,puddingmilllane,41.82669003135873,15.026489362099692
327,queensroadpeckham,35.30895598620589,-7.365702905728373
328,ravenscourtpark,8.848146096868982,-5.019218470468678
329,southharrow,-0.4183215855781114,13.508003403287445
330,redbridge,47.786962579812844,20.231459233081544
331,richmond,3.966384804906711,-7.7705360238222125
332,woodford,42.257641099230256,26.609370168266974
333,rotherhithe,37.78096745207283,-0.4791664213028837
334,ruislipgardens,-4.821815196486871,10.655611542939491
335,southruislip,-3.4936195224748237,9.813488101040296
336,tottenhamhale,35.53269706265756,28.54085438795433
337,wapping,37.4147301107479,1.5580853883653438
338,shepherdsbush,11.652764946941879,0.869531395897533
339,sloanesquare,20.931770295996397,-5.977349170247592
340,southwoodford,44.175767643607344,24.600061038298467
341,southfields,13.620340402002087,-11.607756650691776
342,sudburyhill,0.8797672580491619,12.470697214883458
343,southwark,30.53080042824737,-0.8535877384778664
344,morden,16.936728168442105,-16.351760486538968
345,stamfordbrook,8.03483581084222,-3.335954284581196
346,stanmore,7.637527553175022,29.00384976490244
347,starlane,45.82231236276428,8.400706330241634
348,stepneygreen,38.44390552629426,9.953471359236083
349,stjamesspark,24.37117552349097,-2.808412687761449
350,stjohnswood,19.442640120524867,14.498399555982562
351,vauxhall,26.728695583779373,-6.353704249775626
352,stratfordhighstreet,44.64635518005176,14.878501937551219
353,stratfordinternational,41.405920027940745,17.889847604551047
354,sudburytown,2.6331274962621034,12.666929696320686
355,newcross,39.488360044548294,-6.132098561153978
356,crystalpalace,31.385410462758795,-13.645611769573405
357,epping,47.57585401466454,31.45151022218725
358,tootingbroadway,20.432739294009178,-14.170776203118857
359,woodsidepark,19.266710231746483,30.94185503376225
360,towergateway,35.842045015023885,2.8957145789071204
361,woodgreen,29.280998319415826,30.086600911343048
362,upminster,60.51685571120154,12.396170927417643
363,woodgrangepark,49.33660745791636,15.367558105420066
364,watfordjunction,2.2555888952773127,30.5457010625644
365,westfinchley,18.5428409059123,29.373125758889877
366,westruislip,-7.510348475734172,14.211634394783156
367,wimbledon,13.539657270412878,-13.981186457397438
368,wimbledonpark,15.995468771844111,-12.226008684260563
